school_id,class_id,section_id,student_id,treatment,test_score,post
2.0,1.0,2.0,13.0,T1,62.452763,Post
2.0,1.0,2.0,14.0,T2,49.533134,Post
2.0,1.0,2.0,15.0,T2,48.82327,Post
2.0,1.0,2.0,16.0,T2,50.25309,Post
2.0,1.0,2.0,17.0,Control,67.46728,Post
2.0,1.0,2.0,18.0,Control,59.64249,Post
2.0,1.0,2.0,19.0,T2,53.271782,Post
2.0,1.0,2.0,20.0,T2,69.88306,Post
2.0,1.0,2.0,21.0,Control,63.36373,Post
2.0,1.0,2.0,22.0,Control,88.086075,Post
2.0,1.0,2.0,23.0,T2,59.02696,Post
2.0,1.0,2.0,24.0,Control,54.777473,Post
2.0,1.0,2.0,25.0,T2,64.65085,Post
2.0,1.0,2.0,26.0,Control,86.49728,Post
2.0,1.0,2.0,27.0,T2,62.170506,Post
2.0,1.0,2.0,28.0,T2,49.85845,Post
2.0,1.0,2.0,29.0,T2,66.39755,Post
2.0,1.0,2.0,30.0,Control,69.29081,Post
2.0,1.0,2.0,31.0,T1,90.20268,Post
2.0,1.0,2.0,32.0,T1,62.506622,Post
2.0,1.0,2.0,33.0,T1,77.84802,Post
2.0,1.0,2.0,34.0,Control,54.309353,Post
2.0,1.0,2.0,35.0,Control,85.27918,Post
2.0,1.0,2.0,36.0,Control,77.303734,Post
2.0,1.0,2.0,37.0,T1,38.839718,Post
2.0,1.0,2.0,38.0,T1,60.55371,Post
2.0,2.0,1.0,1.0,T1,57.911156,Post
2.0,2.0,1.0,2.0,Control,82.11655,Post
2.0,2.0,1.0,3.0,Control,30.845488,Post
2.0,2.0,1.0,4.0,T1,65.96422,Post
2.0,2.0,1.0,5.0,T2,49.733456,Post
2.0,2.0,1.0,6.0,T2,66.91836,Post
2.0,2.0,1.0,7.0,T1,47.98774,Post
2.0,2.0,1.0,8.0,T1,71.32909,Post
2.0,2.0,1.0,9.0,T1,110.09167,Post
2.0,2.0,1.0,10.0,T1,43.3384,Post
2.0,2.0,1.0,11.0,T2,64.23581,Post
2.0,2.0,1.0,12.0,Control,68.39461,Post
2.0,2.0,1.0,13.0,T1,56.432846,Post
2.0,2.0,1.0,14.0,T1,41.08617,Post
2.0,2.0,1.0,15.0,T1,89.45745,Post
2.0,2.0,1.0,16.0,Control,80.29233,Post
2.0,2.0,1.0,17.0,Control,50.193764,Post
2.0,2.0,1.0,18.0,T2,49.221397,Post
2.0,2.0,1.0,19.0,T1,55.752274,Post
2.0,2.0,1.0,20.0,T2,60.3723,Post
2.0,2.0,1.0,21.0,Control,47.413643,Post
2.0,2.0,1.0,22.0,T2,53.265736,Post
2.0,2.0,1.0,23.0,T1,55.31551,Post
2.0,2.0,1.0,24.0,T1,84.60292,Post
2.0,2.0,1.0,25.0,T2,50.897675,Post
2.0,2.0,1.0,26.0,T2,41.781525,Post
2.0,2.0,1.0,27.0,Control,50.02562,Post
2.0,2.0,1.0,28.0,Control,66.276566,Post
2.0,2.0,1.0,29.0,T1,88.35205,Post
2.0,2.0,1.0,30.0,T1,78.15995,Post
2.0,2.0,1.0,31.0,Control,64.57197,Post
2.0,2.0,1.0,32.0,T2,77.66397,Post
2.0,2.0,1.0,33.0,T1,60.70797,Post
2.0,2.0,1.0,34.0,T2,48.34142,Post
2.0,2.0,1.0,35.0,T1,78.959366,Post
2.0,2.0,1.0,36.0,Control,60.68685,Post
2.0,2.0,1.0,37.0,T2,68.95538,Post
2.0,2.0,2.0,1.0,Control,85.18018,Post
2.0,2.0,2.0,2.0,Control,72.60962,Post
2.0,2.0,2.0,3.0,T1,54.98137,Post
2.0,2.0,2.0,4.0,Control,62.978973,Post
2.0,2.0,2.0,5.0,Control,47.97032,Post
2.0,2.0,2.0,6.0,T1,55.230072,Post
2.0,2.0,2.0,7.0,T2,51.421234,Post
2.0,2.0,2.0,8.0,T1,67.13943,Post
2.0,2.0,2.0,9.0,T1,52.102894,Post
2.0,2.0,2.0,10.0,T2,61.26795,Post
2.0,2.0,2.0,11.0,Control,90.217545,Post
2.0,2.0,2.0,12.0,T1,74.536896,Post
2.0,2.0,2.0,13.0,T2,52.069313,Post
2.0,2.0,2.0,14.0,T2,59.36941,Post
2.0,2.0,2.0,15.0,T1,63.71031,Post
2.0,2.0,2.0,16.0,Control,66.40344,Post
2.0,2.0,2.0,17.0,Control,60.46234,Post
2.0,2.0,2.0,18.0,Control,48.01932,Post
2.0,2.0,2.0,19.0,T1,77.819305,Post
2.0,2.0,2.0,20.0,T1,73.59587,Post
2.0,2.0,2.0,21.0,T2,63.081585,Post
2.0,2.0,2.0,22.0,T1,72.388985,Post
2.0,2.0,2.0,23.0,T2,57.27989,Post
2.0,2.0,2.0,24.0,Control,63.779137,Post
2.0,2.0,2.0,25.0,Control,56.91642,Post
2.0,2.0,2.0,26.0,T1,80.76511,Post
2.0,2.0,2.0,27.0,T2,53.815815,Post
2.0,2.0,2.0,28.0,T2,46.252663,Post
2.0,2.0,2.0,29.0,T2,64.84818,Post
2.0,2.0,2.0,30.0,T1,79.92431,Post
2.0,2.0,2.0,31.0,Control,59.291084,Post
2.0,2.0,2.0,32.0,T2,60.707054,Post
2.0,2.0,2.0,33.0,T1,43.91066,Post
2.0,2.0,2.0,34.0,Control,70.670494,Post
2.0,2.0,2.0,35.0,T2,56.63247,Post
2.0,2.0,2.0,36.0,T1,92.23263,Post
2.0,2.0,2.0,37.0,Control,72.37512,Post
2.0,2.0,2.0,38.0,Control,59.36978,Post
3.0,1.0,1.0,1.0,Control,57.247623,Post
3.0,1.0,1.0,2.0,T1,68.81596,Post
3.0,1.0,1.0,3.0,T1,84.56848,Post
3.0,1.0,1.0,4.0,T1,82.22504,Post
3.0,1.0,1.0,5.0,T1,66.56753,Post
3.0,1.0,1.0,6.0,T2,55.47787,Post
3.0,1.0,1.0,7.0,Control,78.95574,Post
3.0,1.0,1.0,8.0,T1,53.95396,Post
3.0,1.0,1.0,9.0,T1,71.45823,Post
3.0,1.0,1.0,10.0,T2,61.051468,Post
3.0,1.0,1.0,11.0,T2,56.086506,Post
3.0,1.0,1.0,12.0,Control,73.55376,Post
3.0,1.0,1.0,13.0,Control,57.919632,Post
3.0,1.0,1.0,14.0,T1,88.639175,Post
3.0,1.0,1.0,15.0,T2,47.72553,Post
3.0,1.0,1.0,16.0,Control,69.78463,Post
3.0,1.0,1.0,17.0,Control,31.60405,Post
3.0,1.0,1.0,18.0,T1,72.50098,Post
3.0,1.0,1.0,19.0,T1,61.476254,Post
3.0,1.0,1.0,20.0,T2,54.362972,Post
3.0,1.0,1.0,21.0,T1,83.51975,Post
3.0,1.0,1.0,22.0,T1,89.45534,Post
3.0,1.0,1.0,23.0,T2,51.88172,Post
3.0,1.0,1.0,24.0,Control,50.20102,Post
3.0,1.0,1.0,25.0,Control,54.600136,Post
3.0,1.0,1.0,26.0,Control,51.709442,Post
3.0,1.0,1.0,27.0,T1,71.9738,Post
3.0,1.0,1.0,28.0,T2,59.604385,Post
3.0,1.0,1.0,29.0,T1,76.800766,Post
3.0,1.0,1.0,30.0,T2,56.19017,Post
3.0,1.0,1.0,31.0,Control,65.23374,Post
3.0,1.0,1.0,32.0,T2,72.17639,Post
3.0,1.0,1.0,33.0,T2,49.63594,Post
3.0,1.0,1.0,34.0,Control,55.85431,Post
3.0,1.0,1.0,35.0,T1,73.42216,Post
3.0,1.0,1.0,36.0,Control,59.638752,Post
3.0,1.0,1.0,37.0,T1,59.68862,Post
3.0,1.0,2.0,1.0,T2,47.179844,Post
3.0,1.0,2.0,2.0,T2,34.499996,Post
3.0,1.0,2.0,3.0,T2,56.488213,Post
3.0,1.0,2.0,4.0,T2,53.89463,Post
3.0,1.0,2.0,5.0,T1,60.36433,Post
3.0,1.0,2.0,6.0,T2,61.537388,Post
3.0,1.0,2.0,7.0,Control,66.51619,Post
3.0,1.0,2.0,8.0,T1,67.39113,Post
3.0,1.0,2.0,9.0,Control,54.140953,Post
3.0,1.0,2.0,10.0,T1,74.71134,Post
3.0,1.0,2.0,11.0,T1,42.676468,Post
3.0,1.0,2.0,12.0,T2,35.314384,Post
3.0,1.0,2.0,13.0,T1,68.412346,Post
3.0,1.0,2.0,14.0,Control,55.962635,Post
3.0,1.0,2.0,15.0,T1,56.202362,Post
3.0,1.0,2.0,16.0,Control,71.19277,Post
3.0,1.0,2.0,17.0,T2,71.85933,Post
3.0,1.0,2.0,18.0,Control,70.222404,Post
3.0,1.0,2.0,19.0,T2,44.066372,Post
3.0,1.0,2.0,20.0,T1,83.35732,Post
3.0,1.0,2.0,21.0,Control,80.584625,Post
3.0,1.0,2.0,22.0,T1,85.551346,Post
3.0,1.0,2.0,23.0,T2,62.572403,Post
3.0,1.0,2.0,24.0,Control,59.921913,Post
3.0,1.0,2.0,25.0,Control,54.870117,Post
3.0,1.0,2.0,26.0,Control,72.58688,Post
3.0,1.0,2.0,27.0,Control,60.899353,Post
3.0,1.0,2.0,28.0,T1,68.69201,Post
3.0,1.0,2.0,29.0,Control,67.94882,Post
3.0,1.0,2.0,30.0,T2,54.756893,Post
3.0,1.0,2.0,31.0,Control,46.837746,Post
3.0,1.0,2.0,32.0,T2,48.329967,Post
3.0,1.0,2.0,33.0,T2,67.69844,Post
3.0,1.0,2.0,34.0,Control,79.300095,Post
3.0,1.0,2.0,35.0,T2,52.942013,Post
3.0,1.0,2.0,36.0,T2,74.136116,Post
3.0,1.0,2.0,37.0,Control,54.844193,Post
3.0,1.0,2.0,38.0,T2,50.256294,Post
3.0,2.0,1.0,1.0,T2,51.256012,Post
3.0,2.0,1.0,2.0,Control,51.268654,Post
3.0,2.0,1.0,3.0,Control,49.863266,Post
3.0,2.0,1.0,4.0,T1,45.839184,Post
3.0,2.0,1.0,5.0,Control,55.380802,Post
3.0,2.0,1.0,6.0,T1,63.89222,Post
3.0,2.0,1.0,7.0,T1,71.87793,Post
3.0,2.0,1.0,8.0,T2,70.30174,Post
3.0,2.0,1.0,9.0,Control,30.051327,Post
3.0,2.0,1.0,10.0,Control,55.5459,Post
3.0,2.0,1.0,11.0,T1,57.56002,Post
3.0,2.0,1.0,12.0,T2,49.85748,Post
3.0,2.0,1.0,13.0,Control,76.320724,Post
3.0,2.0,1.0,14.0,T1,62.97329,Post
3.0,2.0,1.0,15.0,T2,50.964363,Post
3.0,2.0,1.0,16.0,Control,57.50171,Post
3.0,2.0,1.0,17.0,T2,30.154781,Post
3.0,2.0,1.0,18.0,T2,52.6692,Post
3.0,2.0,1.0,19.0,T2,71.13168,Post
3.0,2.0,1.0,20.0,T1,86.31982,Post
3.0,2.0,1.0,21.0,T1,79.185234,Post
3.0,2.0,1.0,22.0,T1,59.272465,Post
3.0,2.0,1.0,23.0,T2,86.34082,Post
3.0,2.0,1.0,24.0,T1,74.1522,Post
3.0,2.0,1.0,25.0,T2,47.409794,Post
3.0,2.0,1.0,26.0,T1,78.479836,Post
3.0,2.0,1.0,27.0,T2,55.196655,Post
3.0,2.0,1.0,28.0,T1,48.25312,Post
3.0,2.0,1.0,29.0,T2,55.055824,Post
3.0,2.0,1.0,30.0,T1,71.109634,Post
3.0,2.0,1.0,31.0,T2,50.35541,Post
3.0,2.0,1.0,32.0,Control,50.322163,Post
3.0,2.0,1.0,33.0,T2,54.5535,Post
3.0,2.0,1.0,34.0,T1,85.28734,Post
3.0,2.0,1.0,35.0,Control,57.48342,Post
3.0,2.0,1.0,36.0,Control,52.78789,Post
3.0,2.0,1.0,37.0,Control,78.22196,Post
3.0,2.0,2.0,1.0,Control,72.502525,Post
3.0,2.0,2.0,2.0,Control,92.97326,Post
3.0,2.0,2.0,3.0,T2,69.50653,Post
3.0,2.0,2.0,4.0,T1,69.3284,Post
3.0,2.0,2.0,5.0,Control,62.248245,Post
3.0,2.0,2.0,6.0,T2,73.33267,Post
3.0,2.0,2.0,7.0,T1,61.11983,Post
3.0,2.0,2.0,8.0,Control,71.14169,Post
3.0,2.0,2.0,9.0,T2,69.92452,Post
3.0,2.0,2.0,10.0,Control,60.435326,Post
3.0,2.0,2.0,11.0,T2,42.75275,Post
3.0,2.0,2.0,12.0,Control,52.885025,Post
3.0,2.0,2.0,13.0,Control,60.16426,Post
3.0,2.0,2.0,14.0,Control,52.025818,Post
3.0,2.0,2.0,15.0,T2,55.70197,Post
3.0,2.0,2.0,16.0,T2,58.96787,Post
3.0,2.0,2.0,17.0,T2,66.64844,Post
3.0,2.0,2.0,18.0,T1,65.282295,Post
3.0,2.0,2.0,19.0,T2,57.04348,Post
3.0,2.0,2.0,20.0,Control,50.864872,Post
3.0,2.0,2.0,21.0,T2,34.815815,Post
3.0,2.0,2.0,22.0,Control,55.98038,Post
3.0,2.0,2.0,23.0,Control,93.514595,Post
3.0,2.0,2.0,24.0,Control,27.650845,Post
3.0,2.0,2.0,25.0,Control,66.17784,Post
3.0,2.0,2.0,26.0,T2,80.812,Post
3.0,2.0,2.0,27.0,T2,50.801624,Post
3.0,2.0,2.0,28.0,Control,66.02957,Post
3.0,2.0,2.0,29.0,Control,49.758984,Post
3.0,2.0,2.0,30.0,T2,62.770992,Post
3.0,2.0,2.0,31.0,T1,80.55757,Post
3.0,2.0,2.0,32.0,Control,88.24797,Post
3.0,2.0,2.0,33.0,T1,73.98599,Post
3.0,2.0,2.0,34.0,Control,63.38993,Post
3.0,2.0,2.0,35.0,T1,46.723858,Post
3.0,2.0,2.0,36.0,T1,35.254784,Post
3.0,2.0,2.0,37.0,Control,72.46367,Post
3.0,2.0,2.0,38.0,T2,40.068707,Post
4.0,1.0,1.0,1.0,T1,68.42403,Post
4.0,1.0,1.0,2.0,T2,66.15714,Post
4.0,1.0,1.0,3.0,Control,53.37462,Post
4.0,1.0,1.0,4.0,Control,77.346,Post
4.0,1.0,1.0,5.0,T2,68.61453,Post
4.0,1.0,1.0,6.0,T1,82.21555,Post
4.0,1.0,1.0,7.0,Control,82.69109,Post
4.0,1.0,1.0,8.0,T1,77.39782,Post
4.0,1.0,1.0,9.0,T1,84.62195,Post
4.0,1.0,1.0,10.0,T2,58.551468,Post
4.0,1.0,1.0,11.0,Control,66.219696,Post
4.0,1.0,1.0,12.0,Control,69.32391,Post
4.0,1.0,1.0,13.0,T2,54.02858,Post
4.0,1.0,1.0,14.0,Control,76.96838,Post
4.0,1.0,1.0,15.0,T2,66.838524,Post
4.0,1.0,1.0,16.0,Control,66.72257,Post
4.0,1.0,1.0,17.0,T1,72.15744,Post
4.0,1.0,1.0,18.0,Control,89.24213,Post
4.0,1.0,1.0,19.0,T2,49.208332,Post
4.0,1.0,1.0,20.0,T2,63.15725,Post
4.0,1.0,1.0,21.0,Control,62.09033,Post
4.0,1.0,1.0,22.0,Control,49.33988,Post
4.0,1.0,1.0,23.0,T1,75.347115,Post
4.0,1.0,1.0,24.0,T1,76.57937,Post
4.0,1.0,1.0,25.0,Control,65.717255,Post
4.0,1.0,1.0,26.0,Control,81.55514,Post
4.0,1.0,1.0,27.0,Control,83.755554,Post
4.0,1.0,1.0,28.0,Control,64.151566,Post
4.0,1.0,1.0,29.0,T1,78.8235,Post
4.0,1.0,1.0,30.0,Control,58.897392,Post
4.0,1.0,1.0,31.0,Control,56.034283,Post
4.0,1.0,1.0,32.0,Control,67.61767,Post
4.0,1.0,1.0,33.0,Control,70.42322,Post
4.0,1.0,1.0,34.0,T1,74.19356,Post
4.0,1.0,1.0,35.0,Control,71.898636,Post
4.0,1.0,1.0,36.0,Control,57.478683,Post
4.0,1.0,1.0,37.0,T1,82.04187,Post
4.0,1.0,2.0,1.0,Control,78.913124,Post
4.0,1.0,2.0,2.0,Control,63.109013,Post
4.0,1.0,2.0,3.0,Control,74.69075,Post
4.0,1.0,2.0,4.0,T1,76.712494,Post
4.0,1.0,2.0,5.0,Control,42.58707,Post
4.0,1.0,2.0,6.0,Control,88.485725,Post
4.0,1.0,2.0,7.0,Control,68.96128,Post
4.0,1.0,2.0,8.0,Control,48.51716,Post
4.0,1.0,2.0,9.0,T2,49.134514,Post
4.0,1.0,2.0,10.0,T1,52.980896,Post
4.0,1.0,2.0,11.0,T2,49.8542,Post
4.0,1.0,2.0,12.0,Control,73.51808,Post
4.0,1.0,2.0,13.0,T2,43.296326,Post
4.0,1.0,2.0,14.0,T1,55.491547,Post
4.0,1.0,2.0,15.0,T1,70.83058,Post
4.0,1.0,2.0,16.0,T1,66.48387,Post
4.0,1.0,2.0,17.0,T1,67.78147,Post
4.0,1.0,2.0,18.0,T1,90.85007,Post
4.0,1.0,2.0,19.0,T1,84.73357,Post
4.0,1.0,2.0,20.0,T1,80.10617,Post
4.0,1.0,2.0,21.0,Control,56.07373,Post
4.0,1.0,2.0,22.0,T2,69.67778,Post
4.0,1.0,2.0,23.0,Control,41.533947,Post
4.0,1.0,2.0,24.0,T2,63.31482,Post
4.0,1.0,2.0,25.0,T2,63.04968,Post
4.0,1.0,2.0,26.0,Control,70.38283,Post
4.0,1.0,2.0,27.0,T2,51.71126,Post
4.0,1.0,2.0,28.0,T1,51.782555,Post
4.0,1.0,2.0,29.0,T2,72.12085,Post
