school_id,class_id,section_id,student_id,treatment,test_score_endline
2.0,1.0,1.0,25.0,T2,85.74573
2.0,1.0,1.0,26.0,T2,51.579277
2.0,1.0,1.0,27.0,T1,89.39392
2.0,1.0,1.0,28.0,T1,74.512115
2.0,1.0,1.0,29.0,T1,72.60585
2.0,1.0,1.0,30.0,T2,108.82579
2.0,1.0,1.0,31.0,T1,54.62623
2.0,1.0,1.0,32.0,T2,84.50944
2.0,1.0,1.0,33.0,T2,65.81985
2.0,1.0,1.0,34.0,T1,82.85635
2.0,1.0,1.0,35.0,T2,59.08025
2.0,1.0,1.0,36.0,T2,60.165104
2.0,1.0,1.0,37.0,T2,62.045143
2.0,1.0,2.0,1.0,Control,66.11706
2.0,1.0,2.0,2.0,Control,69.73094
2.0,1.0,2.0,3.0,Control,50.528664
2.0,1.0,2.0,4.0,Control,66.44537
2.0,1.0,2.0,5.0,Control,60.53866
2.0,1.0,2.0,6.0,Control,65.951996
2.0,1.0,2.0,7.0,Control,57.125114
2.0,1.0,2.0,8.0,Control,48.62687
2.0,1.0,2.0,9.0,Control,64.440475
2.0,1.0,2.0,10.0,Control,65.67779
2.0,1.0,2.0,11.0,Control,72.86336
2.0,1.0,2.0,12.0,Control,68.08968
2.0,1.0,2.0,13.0,Control,57.136127
2.0,1.0,2.0,14.0,Control,50.166122
2.0,1.0,2.0,15.0,Control,49.184326
2.0,1.0,2.0,16.0,Control,50.274487
2.0,1.0,2.0,17.0,Control,60.86359
2.0,1.0,2.0,18.0,Control,48.04966
2.0,1.0,2.0,19.0,Control,53.57268
2.0,1.0,2.0,20.0,Control,69.90303
2.0,1.0,2.0,21.0,Control,51.47126
2.0,1.0,2.0,22.0,Control,66.8817
2.0,1.0,2.0,23.0,Control,59.34787
2.0,1.0,2.0,24.0,Control,49.323223
2.0,1.0,2.0,25.0,Control,64.96128
2.0,1.0,2.0,26.0,Control,64.690926
2.0,1.0,2.0,27.0,Control,62.728256
2.0,1.0,2.0,28.0,Control,49.89702
2.0,1.0,2.0,29.0,Control,66.876114
2.0,1.0,2.0,30.0,Control,59.666416
2.0,1.0,2.0,31.0,Control,81.17924
2.0,1.0,2.0,32.0,Control,51.40988
2.0,1.0,2.0,33.0,Control,57.60821
2.0,1.0,2.0,34.0,Control,50.968227
2.0,1.0,2.0,35.0,Control,58.034916
2.0,1.0,2.0,36.0,Control,60.000107
2.0,1.0,2.0,37.0,Control,28.992281
2.0,1.0,2.0,38.0,Control,60.633068
2.0,2.0,1.0,1.0,T2,53.249817
2.0,2.0,1.0,2.0,T1,89.20625
2.0,2.0,1.0,3.0,T1,43.421562
2.0,2.0,1.0,4.0,T2,62.910336
2.0,2.0,1.0,5.0,T2,65.85484
2.0,2.0,1.0,6.0,T1,79.01698
2.0,2.0,1.0,7.0,T2,58.27513
2.0,2.0,1.0,8.0,T2,60.118553
2.0,2.0,1.0,9.0,T1,97.4016
2.0,2.0,1.0,10.0,T2,50.17993
2.0,2.0,1.0,11.0,T2,77.08173
2.0,2.0,1.0,12.0,T1,70.264
2.0,2.0,1.0,13.0,T2,68.26143
2.0,2.0,1.0,14.0,T2,55.882763
2.0,2.0,1.0,15.0,T1,101.61552
2.0,2.0,1.0,16.0,T1,78.92456
2.0,2.0,1.0,17.0,T2,75.71828
2.0,2.0,1.0,18.0,T2,58.87338
2.0,2.0,1.0,19.0,T1,66.01608
2.0,2.0,1.0,20.0,T1,60.716087
2.0,2.0,1.0,21.0,T1,54.093845
2.0,2.0,1.0,22.0,T2,61.52446
2.0,2.0,1.0,23.0,T1,59.584637
2.0,2.0,1.0,24.0,T1,71.41395
2.0,2.0,1.0,25.0,T2,52.787254
2.0,2.0,1.0,26.0,T1,53.161156
2.0,2.0,1.0,27.0,T2,43.675102
2.0,2.0,1.0,28.0,T1,66.9081
2.0,2.0,1.0,29.0,T2,89.53329
2.0,2.0,1.0,30.0,T2,76.284546
2.0,2.0,1.0,31.0,T1,71.41607
2.0,2.0,1.0,32.0,T2,95.97291
2.0,2.0,1.0,33.0,T2,69.455795
2.0,2.0,1.0,34.0,T1,53.433422
2.0,2.0,1.0,35.0,T2,69.77694
2.0,2.0,1.0,36.0,T2,63.471664
2.0,2.0,1.0,37.0,T1,73.19214
2.0,2.0,2.0,1.0,Control,60.588215
2.0,2.0,2.0,2.0,Control,59.40036
2.0,2.0,2.0,3.0,Control,44.079002
2.0,2.0,2.0,4.0,Control,66.11317
2.0,2.0,2.0,5.0,Control,46.68897
2.0,2.0,2.0,6.0,Control,56.07346
2.0,2.0,2.0,7.0,Control,51.789234
2.0,2.0,2.0,8.0,Control,48.196785
2.0,2.0,2.0,9.0,Control,43.951706
2.0,2.0,2.0,10.0,Control,61.536175
2.0,2.0,2.0,11.0,Control,63.414593
2.0,2.0,2.0,12.0,Control,59.00971
2.0,2.0,2.0,13.0,Control,52.252632
2.0,2.0,2.0,14.0,Control,59.760258
2.0,2.0,2.0,15.0,Control,55.21366
2.0,2.0,2.0,16.0,Control,59.58307
2.0,2.0,2.0,17.0,Control,58.75304
2.0,2.0,2.0,18.0,Control,43.242897
2.0,2.0,2.0,19.0,Control,60.29729
2.0,2.0,2.0,20.0,Control,60.87245
2.0,2.0,2.0,21.0,Control,63.55766
2.0,2.0,2.0,22.0,Control,55.634544
2.0,2.0,2.0,23.0,Control,57.471275
2.0,2.0,2.0,24.0,Control,53.494076
2.0,2.0,2.0,25.0,Control,61.18392
2.0,2.0,2.0,26.0,Control,73.17715
2.0,2.0,2.0,27.0,Control,53.95292
2.0,2.0,2.0,28.0,Control,46.62706
2.0,2.0,2.0,29.0,Control,64.98488
2.0,2.0,2.0,30.0,Control,61.21852
2.0,2.0,2.0,31.0,Control,46.93443
2.0,2.0,2.0,32.0,Control,60.9879
2.0,2.0,2.0,33.0,Control,35.902687
2.0,2.0,2.0,34.0,Control,64.742714
2.0,2.0,2.0,35.0,Control,57.02231
2.0,2.0,2.0,36.0,Control,68.49998
2.0,2.0,2.0,37.0,Control,61.173073
2.0,2.0,2.0,38.0,Control,53.586132
3.0,1.0,1.0,1.0,T2,55.30213
3.0,1.0,1.0,2.0,T2,55.06004
3.0,1.0,1.0,3.0,T2,74.616035
3.0,1.0,1.0,4.0,T2,89.26572
3.0,1.0,1.0,5.0,T1,67.61325
3.0,1.0,1.0,6.0,T1,69.61938
3.0,1.0,1.0,7.0,T2,72.64746
3.0,1.0,1.0,8.0,T1,58.102356
3.0,1.0,1.0,9.0,T1,68.01385
3.0,1.0,1.0,10.0,T2,71.984604
3.0,1.0,1.0,11.0,T1,70.90411
3.0,1.0,1.0,12.0,T1,68.67801
3.0,1.0,1.0,13.0,T2,70.377205
3.0,1.0,1.0,14.0,T2,83.58372
3.0,1.0,1.0,15.0,T2,44.824017
3.0,1.0,1.0,16.0,T1,51.324894
3.0,1.0,1.0,17.0,T2,64.032776
3.0,1.0,1.0,18.0,T1,87.62369
3.0,1.0,1.0,19.0,T1,68.250374
3.0,1.0,1.0,20.0,T1,59.33687
3.0,1.0,1.0,21.0,T2,72.68315
3.0,1.0,1.0,22.0,T1,78.29538
3.0,1.0,1.0,23.0,T1,63.656883
3.0,1.0,1.0,24.0,T2,33.34339
3.0,1.0,1.0,25.0,T1,66.07142
3.0,1.0,1.0,26.0,T1,59.148376
3.0,1.0,1.0,27.0,T2,68.24431
3.0,1.0,1.0,28.0,T1,80.69747
3.0,1.0,1.0,29.0,T2,70.630325
3.0,1.0,1.0,30.0,T2,77.91335
3.0,1.0,1.0,31.0,T2,85.20308
3.0,1.0,1.0,32.0,T2,68.60753
3.0,1.0,1.0,33.0,T1,65.28529
3.0,1.0,1.0,34.0,T2,64.38461
3.0,1.0,1.0,35.0,T2,75.36343
3.0,1.0,1.0,36.0,T1,70.09263
3.0,1.0,1.0,37.0,T2,55.814346
3.0,1.0,2.0,1.0,Control,47.566544
3.0,1.0,2.0,2.0,Control,34.757183
3.0,1.0,2.0,3.0,Control,56.64336
3.0,1.0,2.0,4.0,Control,54.308544
3.0,1.0,2.0,5.0,Control,53.77868
3.0,1.0,2.0,6.0,Control,61.88264
3.0,1.0,2.0,7.0,Control,50.44215
3.0,1.0,2.0,8.0,Control,60.003777
3.0,1.0,2.0,9.0,Control,41.30868
3.0,1.0,2.0,10.0,Control,64.053406
3.0,1.0,2.0,11.0,Control,41.043488
3.0,1.0,2.0,12.0,Control,35.69422
3.0,1.0,2.0,13.0,Control,61.972603
3.0,1.0,2.0,14.0,Control,49.465626
3.0,1.0,2.0,15.0,Control,51.430122
3.0,1.0,2.0,16.0,Control,61.64025
3.0,1.0,2.0,17.0,Control,71.97579
3.0,1.0,2.0,18.0,Control,66.62809
3.0,1.0,2.0,19.0,Control,44.61417
3.0,1.0,2.0,20.0,Control,66.054085
3.0,1.0,2.0,21.0,Control,56.87371
3.0,1.0,2.0,22.0,Control,78.2702
3.0,1.0,2.0,23.0,Control,62.802116
3.0,1.0,2.0,24.0,Control,51.802387
3.0,1.0,2.0,25.0,Control,54.697037
3.0,1.0,2.0,26.0,Control,66.85405
3.0,1.0,2.0,27.0,Control,58.537464
3.0,1.0,2.0,28.0,Control,54.146435
3.0,1.0,2.0,29.0,Control,58.180065
3.0,1.0,2.0,30.0,Control,54.77051
3.0,1.0,2.0,31.0,Control,40.28439
3.0,1.0,2.0,32.0,Control,48.60867
3.0,1.0,2.0,33.0,Control,67.99195
3.0,1.0,2.0,34.0,Control,54.537735
3.0,1.0,2.0,35.0,Control,53.29514
3.0,1.0,2.0,36.0,Control,74.35286
3.0,1.0,2.0,37.0,Control,50.22645
3.0,1.0,2.0,38.0,Control,50.47486
3.0,2.0,1.0,1.0,T2,70.65746
3.0,2.0,1.0,2.0,T2,77.72766
3.0,2.0,1.0,3.0,T1,50.395355
3.0,2.0,1.0,4.0,T2,48.603165
3.0,2.0,1.0,5.0,T1,58.38212
3.0,2.0,1.0,6.0,T1,68.2545
3.0,2.0,1.0,7.0,T1,74.12122
3.0,2.0,1.0,8.0,T1,83.562164
3.0,2.0,1.0,9.0,T2,56.47671
3.0,2.0,1.0,10.0,T2,77.67912
3.0,2.0,1.0,11.0,T1,69.43659
3.0,2.0,1.0,12.0,T2,81.49859
3.0,2.0,1.0,13.0,T1,66.79463
3.0,2.0,1.0,14.0,T2,64.25786
3.0,2.0,1.0,15.0,T2,57.467823
3.0,2.0,1.0,16.0,T2,76.243904
3.0,2.0,1.0,17.0,T1,49.35442
3.0,2.0,1.0,18.0,T1,54.238026
3.0,2.0,1.0,19.0,T2,87.48931
3.0,2.0,1.0,20.0,T1,80.38984
3.0,2.0,1.0,21.0,T1,82.10248
3.0,2.0,1.0,22.0,T2,69.237366
3.0,2.0,1.0,23.0,T2,96.59237
3.0,2.0,1.0,24.0,T2,86.5941
3.0,2.0,1.0,25.0,T1,64.507034
3.0,2.0,1.0,26.0,T2,82.37318
3.0,2.0,1.0,27.0,T1,54.80066
3.0,2.0,1.0,28.0,T2,41.514053
3.0,2.0,1.0,29.0,T2,74.8958
3.0,2.0,1.0,30.0,T1,77.77435
3.0,2.0,1.0,31.0,T1,62.168617
3.0,2.0,1.0,32.0,T2,72.51176
3.0,2.0,1.0,33.0,T2,45.25505
3.0,2.0,1.0,34.0,T1,83.526596
3.0,2.0,1.0,35.0,T1,64.795296
3.0,2.0,1.0,36.0,T2,73.06543
3.0,2.0,1.0,37.0,T2,72.68756
3.0,2.0,2.0,1.0,Control,64.20353
3.0,2.0,2.0,2.0,Control,75.42076
3.0,2.0,2.0,3.0,Control,69.68816
3.0,2.0,2.0,4.0,Control,57.317
3.0,2.0,2.0,5.0,Control,58.93776
3.0,2.0,2.0,6.0,Control,73.50827
3.0,2.0,2.0,7.0,Control,51.09395
3.0,2.0,2.0,8.0,Control,64.19977
3.0,2.0,2.0,9.0,Control,70.30361
3.0,2.0,2.0,10.0,Control,56.84952
3.0,2.0,2.0,11.0,Control,42.79262
3.0,2.0,2.0,12.0,Control,47.041462
3.0,2.0,2.0,13.0,Control,57.76628
3.0,2.0,2.0,14.0,Control,46.10816
3.0,2.0,2.0,15.0,Control,55.802406
3.0,2.0,2.0,16.0,Control,59.424706
3.0,2.0,2.0,17.0,Control,67.07989
3.0,2.0,2.0,18.0,Control,55.552597
3.0,2.0,2.0,19.0,Control,57.579906
3.0,2.0,2.0,20.0,Control,47.964043
3.0,2.0,2.0,21.0,Control,35.245342
3.0,2.0,2.0,22.0,Control,40.20862
3.0,2.0,2.0,23.0,Control,74.57357
3.0,2.0,2.0,24.0,Control,20.310236
3.0,2.0,2.0,25.0,Control,54.34471
3.0,2.0,2.0,26.0,Control,81.275314
3.0,2.0,2.0,27.0,Control,51.03203
3.0,2.0,2.0,28.0,Control,58.08834
3.0,2.0,2.0,29.0,Control,59.159824
3.0,2.0,2.0,30.0,Control,63.12042
3.0,2.0,2.0,31.0,Control,58.381474
3.0,2.0,2.0,32.0,Control,60.766945
3.0,2.0,2.0,33.0,Control,65.102036
3.0,2.0,2.0,34.0,Control,57.617115
3.0,2.0,2.0,35.0,Control,34.715176
3.0,2.0,2.0,36.0,Control,26.817564
3.0,2.0,2.0,37.0,Control,56.145508
3.0,2.0,2.0,38.0,Control,40.53252
4.0,1.0,1.0,1.0,T1,63.82579
4.0,1.0,1.0,2.0,T2,74.265724
4.0,1.0,1.0,3.0,T1,58.851715
4.0,1.0,1.0,4.0,T2,87.05091
4.0,1.0,1.0,5.0,T1,79.922874
4.0,1.0,1.0,6.0,T1,75.035416
4.0,1.0,1.0,7.0,T2,71.09564
4.0,1.0,1.0,8.0,T1,75.71024
4.0,1.0,1.0,9.0,T2,82.86438
4.0,1.0,1.0,10.0,T2,59.42655
4.0,1.0,1.0,11.0,T2,54.06962
4.0,1.0,1.0,12.0,T2,65.12314
4.0,1.0,1.0,13.0,T2,56.798843
4.0,1.0,1.0,14.0,T1,73.24906
4.0,1.0,1.0,15.0,T1,76.693855
4.0,1.0,1.0,16.0,T2,63.3892
4.0,1.0,1.0,17.0,T1,68.84832
4.0,1.0,1.0,18.0,T1,93.173416
4.0,1.0,1.0,19.0,T1,57.04458
4.0,1.0,1.0,20.0,T1,72.78778
4.0,1.0,1.0,21.0,T2,62.294884
4.0,1.0,1.0,22.0,T2,58.151268
4.0,1.0,1.0,23.0,T1,74.780655
4.0,1.0,1.0,24.0,T1,73.725845
4.0,1.0,1.0,25.0,T1,67.94331
4.0,1.0,1.0,26.0,T2,76.60433
4.0,1.0,1.0,27.0,T1,86.236374
4.0,1.0,1.0,28.0,T2,72.073944
4.0,1.0,1.0,29.0,T2,78.54205
4.0,1.0,1.0,30.0,T2,62.785618
4.0,1.0,1.0,31.0,T2,67.15801
4.0,1.0,1.0,32.0,T1,67.33666
4.0,1.0,1.0,33.0,T1,88.83031
4.0,1.0,1.0,34.0,T2,95.712875
4.0,1.0,1.0,35.0,T2,81.67543
4.0,1.0,1.0,36.0,T2,73.00589
4.0,1.0,1.0,37.0,T2,100.83705
4.0,1.0,2.0,1.0,Control,58.302467
4.0,1.0,2.0,2.0,Control,50.468464
4.0,1.0,2.0,3.0,Control,54.584496
4.0,1.0,2.0,4.0,Control,58.054012
4.0,1.0,2.0,5.0,Control,43.367985
4.0,1.0,2.0,6.0,Control,75.106384
4.0,1.0,2.0,7.0,Control,56.187344
4.0,1.0,2.0,8.0,Control,48.9935
4.0,1.0,2.0,9.0,Control,49.347942
4.0,1.0,2.0,10.0,Control,41.393272
4.0,1.0,2.0,11.0,Control,50.186356
4.0,1.0,2.0,12.0,Control,62.167885
4.0,1.0,2.0,13.0,Control,43.579235
4.0,1.0,2.0,14.0,Control,45.60022
4.0,1.0,2.0,15.0,Control,66.62176
4.0,1.0,2.0,16.0,Control,48.311893
4.0,1.0,2.0,17.0,Control,51.52448
4.0,1.0,2.0,18.0,Control,63.271805
4.0,1.0,2.0,19.0,Control,65.02629
4.0,1.0,2.0,20.0,Control,65.8077
4.0,1.0,2.0,21.0,Control,53.05303
4.0,1.0,2.0,22.0,Control,69.988785
4.0,1.0,2.0,23.0,Control,39.71352
4.0,1.0,2.0,24.0,Control,63.509293
4.0,1.0,2.0,25.0,Control,63.116
4.0,1.0,2.0,26.0,Control,61.936913
4.0,1.0,2.0,27.0,Control,51.925457
4.0,1.0,2.0,28.0,Control,48.45099
4.0,1.0,2.0,29.0,Control,72.572685
4.0,1.0,2.0,30.0,Control,38.83972
4.0,1.0,2.0,31.0,Control,64.09158
4.0,1.0,2.0,32.0,Control,57.96972
4.0,1.0,2.0,33.0,Control,61.149174
4.0,1.0,2.0,34.0,Control,65.42492
4.0,1.0,2.0,35.0,Control,62.373318
4.0,1.0,2.0,36.0,Control,84.00808
4.0,1.0,2.0,37.0,Control,43.432465
4.0,1.0,2.0,38.0,Control,54.19931
4.0,2.0,1.0,1.0,T1,59.12746
4.0,2.0,1.0,2.0,T2,57.30877
4.0,2.0,1.0,3.0,T1,57.117092
4.0,2.0,1.0,4.0,T2,91.01821
4.0,2.0,1.0,5.0,T2,67.019516
4.0,2.0,1.0,6.0,T1,53.199894
4.0,2.0,1.0,7.0,T2,63.628735
4.0,2.0,1.0,8.0,T2,76.81869
4.0,2.0,1.0,9.0,T1,61.34977
4.0,2.0,1.0,10.0,T2,55.4793
4.0,2.0,1.0,11.0,T1,61.128296
4.0,2.0,1.0,12.0,T1,77.56509
4.0,2.0,1.0,13.0,T2,58.286125
4.0,2.0,1.0,14.0,T1,68.958435
4.0,2.0,1.0,15.0,T2,52.457993
4.0,2.0,1.0,16.0,T2,78.804924
4.0,2.0,1.0,17.0,T2,62.511566
4.0,2.0,1.0,18.0,T1,68.20573
4.0,2.0,1.0,19.0,T2,70.658714
4.0,2.0,1.0,20.0,T2,80.8154
4.0,2.0,1.0,21.0,T1,72.37236
4.0,2.0,1.0,22.0,T1,67.723526
4.0,2.0,1.0,23.0,T2,72.351746
4.0,2.0,1.0,24.0,T2,76.25548
4.0,2.0,1.0,25.0,T2,76.839294
4.0,2.0,1.0,26.0,T2,74.26437
4.0,2.0,1.0,27.0,T2,75.532394
4.0,2.0,1.0,28.0,T1,53.9258
4.0,2.0,1.0,29.0,T1,62.921295
4.0,2.0,1.0,30.0,T1,52.46188
4.0,2.0,1.0,31.0,T1,77.23446
4.0,2.0,1.0,32.0,T2,79.96059
4.0,2.0,1.0,33.0,T2,66.96984
4.0,2.0,1.0,34.0,T1,69.584335
4.0,2.0,1.0,35.0,T2,68.87542
4.0,2.0,1.0,36.0,T1,65.28407
4.0,2.0,1.0,37.0,T1,92.372536
4.0,2.0,2.0,1.0,Control,50.994244
4.0,2.0,2.0,2.0,Control,43.65606
4.0,2.0,2.0,3.0,Control,65.089836
4.0,2.0,2.0,4.0,Control,47.26683
4.0,2.0,2.0,5.0,Control,46.43479
4.0,2.0,2.0,6.0,Control,59.90209
4.0,2.0,2.0,7.0,Control,69.44288
4.0,2.0,2.0,8.0,Control,59.64223
4.0,2.0,2.0,9.0,Control,54.386322
4.0,2.0,2.0,10.0,Control,53.912487
4.0,2.0,2.0,11.0,Control,60.333305
4.0,2.0,2.0,12.0,Control,43.469692
4.0,2.0,2.0,13.0,Control,60.540817
4.0,2.0,2.0,14.0,Control,70.89539
4.0,2.0,2.0,15.0,Control,47.716038
4.0,2.0,2.0,16.0,Control,46.95678
4.0,2.0,2.0,17.0,Control,37.67334
4.0,2.0,2.0,18.0,Control,67.233154
4.0,2.0,2.0,19.0,Control,58.687744
